,Unnamed: 0,year,rank,song,artist
2460,2460,1984,62,Girls Just Want To Have Fun,Cyndi Lauper
2461,2461,1984,63,Wet My Whistle,Midnight Star
2462,2462,1984,64,P.Y.T. (Pretty Young Thing),Michael Jackson
2463,2463,1984,65,Souls,Rick Springfield
2464,2464,1984,66,You're Looking Like Love To Me,Peabo Bryson & Roberta Flack
2465,2465,1984,67,I Won't Stand In Your Way,Stray Cats
2466,2466,1984,68,The Way He Makes Me Feel,Barbra Streisand
2467,2467,1984,69,Lick It Up,KISS
2468,2468,1984,70,Tell Me If You Still Care,The S.O.S. Band
2469,2469,1984,71,Gloria,The Doors
2470,2470,1984,72,Bang Your Head (Metal Health),Quiet Riot
2471,2471,1984,73,Total Eclipse Of The Heart,Bonnie Tyler
2472,2472,1984,74,"Tonight, I Celebrate My Love",Peabo Bryson/Roberta Flack
2473,2473,1984,75,LET's PRETEND WE'rE MARRIED,Prince
2474,2474,1984,76,Telefone (long Distance Love Affair),Sheena Easton
2475,2475,1984,77,Someone Like You,Michael Stanley Band
2476,2476,1984,78,This Must Be The Place (Naive Melody),Talking Heads
2477,2477,1984,79,Let's Go Up,Diana Ross
2478,2478,1984,80,Tender Is The Night,Jackson Browne
2479,2479,1984,81,Sweetheart Like You,Bob Dylan
