,Unnamed: 0,year,rank,song,artist
2440,2440,1984,42,Send Me An Angel,Real Life
2441,2441,1984,43,Nightbird,Stevie Nicks
2442,2442,1984,44,When The Lights Go Out,Naked Eyes
2443,2443,1984,45,Yah Mo B There,James Ingram With Michael McDonald
2444,2444,1984,46,Ebony Eyes,Rick James And Smokey Robinson
2445,2445,1984,47,The Dream,Irene Cara
2446,2446,1984,48,Take Me Back,Bonnie Tyler
2447,2447,1984,49,Ain't Nobody,Chaka Khan
2448,2448,1984,50,99 Luftballons,Nena
2449,2449,1984,51,Crumblin' Down,John Cougar Mellencamp
2450,2450,1984,52,Save The Last Dance For Me,Dolly Parton
2451,2451,1984,53,Heart And Soul,Huey Lewis & The News
2452,2452,1984,54,The Politics Of Dancing,Re-flex
2453,2453,1984,55,Big Crash,Eddie Money
2454,2454,1984,56,What's New,Linda Ronstadt & The Nelson Riddle Orchestra
2455,2455,1984,57,Almost Over You,Sheena Easton
2456,2456,1984,58,(You Can Still) Rock In America,Night Ranger
2457,2457,1984,59,Give It Up,KC
2458,2458,1984,60,You Don't Believe,The Alan Parsons Project
2459,2459,1984,61,Wrapped Around Your Finger,The Police
