,Unnamed: 0,year,rank,song,artist
2800,2800,1988,2,So Emotional,Whitney Houston
2801,2801,1988,3,Is This Love,Whitesnake
2802,2802,1988,4,Got My Mind Set On You,George Harrison
2803,2803,1988,5,Shake Your Love,Debbie Gibson
2804,2804,1988,6,Don't You Want Me,Jody Watley
2805,2805,1988,7,The Way You Make Me Feel,Michael Jackson
2806,2806,1988,8,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison
2807,2807,1988,9,Cherry Bomb,John Mellencamp
2808,2808,1988,10,Need You Tonight,INXS
2809,2809,1988,11,Valerie,Steve Winwood
2810,2810,1988,12,Tell It To My Heart(Dub),Taylor Dayne
2811,2811,1988,13,Candle In The Wind,Elton John
2812,2812,1988,14,Dude (Looks Like A Lady),Aerosmith
2813,2813,1988,15,Hazy Shade Of Winter,The Bangles
2814,2814,1988,16,Could've Been,Tiffany
2815,2815,1988,17,Heaven Is A Place On Earth,Belinda Carlisle
2816,2816,1988,18,There's The Girl,Heart
2817,2817,1988,19,Animal,Def Leppard
2818,2818,1988,20,Seasons Change,Expose
2819,2819,1988,21,(I've Had) The Time Of My Life,Bill Medley & Jennifer Warnes
