,Unnamed: 0,year,rank,song,artist
2740,2740,1987,42,You Got It All,The Jets
2741,2741,1987,43,Ballerina Girl,Lionel Richie
2742,2742,1987,44,Stay The Night,Benjamin Orr
2743,2743,1987,45,Goldmine,The Pointer Sisters
2744,2744,1987,46,Nobody's Fool,Cinderella
2745,2745,1987,47,Tasty Love,Freddie Jackson
2746,2746,1987,48,Livin' On A Prayer,Bon Jovi
2747,2747,1987,49,I'll Be Alright Without You,Journey
2748,2748,1987,50,Big Time,Peter Gabriel
2749,2749,1987,51,Wild Wild Life,Talking Heads
2750,2750,1987,52,Jimmy Lee,Aretha Franklin
2751,2751,1987,53,Crazay,Jesse Johnson (Featuring Sly Stone)
2752,2752,1987,54,I Need Your Loving,The Human League
2753,2753,1987,55,Caught Up In The Rapture,Anita Baker
2754,2754,1987,56,Heartache Away,Don Johnson
2755,2755,1987,57,True Blue,Madonna
2756,2756,1987,58,Amanda,Boston
2757,2757,1987,59,Take Me Home Tonight,Eddie Money
2758,2758,1987,60,Can't Help Falling In Love,Corey Hart
2759,2759,1987,61,French Kissin,Debbie Harry
