,Unnamed: 0,year,rank,song,artist
2820,2820,1988,22,Crazy,Icehouse
2821,2821,1988,23,I Could Never Take The Place Of Your Man,Prince
2822,2822,1988,24,That's What Love Is All About,Michael Bolton
2823,2823,1988,25,"Hungry Eyes (From ""Dirty Dancing"")",Eric Carmen
2824,2824,1988,26,I Want To Be Your Man,Roger
2825,2825,1988,27,Power Of Love,Laura Branigan
2826,2826,1988,28,We'll Be Together,Sting
2827,2827,1988,29,Should've Known Better,Richard Marx
2828,2828,1988,30,Tunnel Of Love,Bruce Springsteen
2829,2829,1988,31,I Live For Your Love,Natalie Cole
2830,2830,1988,32,True Faith,New Order
2831,2831,1988,33,Say You Will,Foreigner
2832,2832,1988,34,Don't Shed A Tear,Paul Carrack
2833,2833,1988,35,Pop Goes The World,Men Without Hats
2834,2834,1988,36,Honestly,Stryper
2835,2835,1988,37,Motortown,The Kane Gang
2836,2836,1988,38,Everywhere,Fleetwood Mac
2837,2837,1988,39,What Have I Done To Deserve This?,Pet Shop Boys & Dusty Springfield
2838,2838,1988,40,Push It,Salt-N-Pepa
2839,2839,1988,41,Just Like Heaven,The Cure
