,Unnamed: 0,year,rank,song,artist
2400,2400,1984,2,Say It Isn't So,Daryl Hall John Oates
2401,2401,1984,3,Union Of The Snake,Duran Duran
2402,2402,1984,4,Owner Of A Lonely Heart,Yes
2403,2403,1984,5,Twist Of Fate,Olivia Newton-John
2404,2404,1984,6,Talking In Your Sleep,The Romantics
2405,2405,1984,7,Break My Stride,Matthew Wilder
2406,2406,1984,8,I Guess That's Why They Call It The Blues,Elton John
2407,2407,1984,9,Undercover Of The Night,The Rolling Stones
2408,2408,1984,10,All Night Long (All Night),Lionel Richie
2409,2409,1984,11,Uptown Girl,Billy Joel
2410,2410,1984,12,Love Is A Battlefield,Pat Benatar
2411,2411,1984,13,Karma Chameleon,Culture Club
2412,2412,1984,14,Major Tom (Coming Home),Peter Schilling
2413,2413,1984,15,Running With The Night,Lionel Richie
2414,2414,1984,16,Church Of The Poison Mind,Culture Club
2415,2415,1984,17,Joanna,Kool & The Gang
2416,2416,1984,18,Read 'Em And Weep,Barry Manilow
2417,2417,1984,19,Synchronicity II,The Police
2418,2418,1984,20,Cum On Feel The Noize,Quiet Riot
2419,2419,1984,21,The Curly Shuffle,Jump 'n The Saddle
