,Unnamed: 0,year,rank,song,artist
2500,2500,1985,2,The Wild Boys,Duran Duran
2501,2501,1985,3,Sea Of Love,The Honeydrippers
2502,2502,1985,4,Cool It Now,New Edition
2503,2503,1985,5,We Belong,Pat Benatar
2504,2504,1985,6,All I Need,Jack Wagner
2505,2505,1985,7,Out Of Touch,Daryl Hall John Oates
2506,2506,1985,8,Run To You,Bryan Adams
2507,2507,1985,9,You're The Inspiration,Chicago
2508,2508,1985,10,Valotte,Julian Lennon
2509,2509,1985,11,Born In The USA,Bruce Springsteen
2510,2510,1985,12,I Feel For You,Chaka Khan
2511,2511,1985,13,Do What You Do,Jermaine Jackson
2512,2512,1985,14,I Want To Know What Love Is,Foreigner
2513,2513,1985,15,No More Lonely Nights,Paul McCartney
2514,2514,1985,16,Easy Lover,Philip Bailey With Phil Collins
2515,2515,1985,17,Understanding,Bob Seger
2516,2516,1985,18,Jamie,Ray Parker Jr.
2517,2517,1985,19,The Boys Of Summer,Don Henley
2518,2518,1985,20,Do They Know It's Christmas?,Band-Aid
2519,2519,1985,21,All Through The Night,Cyndi Lauper
